CODE,REGION,OPERATOR,LAC,CELL,NAME,X_LONGITUDE,Y_LATITUDE,TYPE,ADDRESS
401,11,1,6362,63120,3G_BAI_algida-63120,63.3179207,45.6268616,3G,"Кызылординская обл., г. Байконур, ул. Неделина, угол ул. Горького"
401,11,1,6362,63391,3G_BAI_algida-63391,63.3179207,45.6268616,3G,"Кызылординская обл., г. Байконур, ул. Неделина, угол ул. Горького"
401,11,1,6362,63392,3G_BAI_algida-63392,63.3179207,45.6268616,3G,"Кызылординская обл., г. Байконур, ул. Неделина, угол ул. Горького"
401,11,1,6362,63393,3G_BAI_algida-63393,63.3179207,45.6268616,3G,"Кызылординская обл., г. Байконур, ул. Неделина, угол ул. Горького"
401,11,1,6240,16358,3G_KZL_nauryz-16358,65.4769974,44.7714195,3G,"г. Кызылорда, мкр. Наурыз, ул. № 5, участок №40"
401,11,1,6240,16359,3G_KZL_nauryz-16359,65.4769974,44.7714195,3G,"г. Кызылорда, мкр. Наурыз, ул. № 5, участок №40"
401,11,1,6240,16350,3G_KZL_nauryz-16350,65.4769974,44.7714195,3G,"г. Кызылорда, мкр. Наурыз, ул. № 5, участок №40"
401,11,1,6240,17468,3G_KZL_atash-17468,67.2517166,43.9193611,3G,"Кызылординская обл., Жанакорганский р-н, п. Жанакорган, ул. а. Молдагулова, д. 37"
401,11,1,6240,17469,3G_KZL_atash-17469,67.2517166,43.9193611,3G,"Кызылординская обл., Жанакорганский р-н, п. Жанакорган, ул. а. Молдагулова, д. 37"
401,11,1,6240,17460,3G_KZL_atash-17460,67.2517166,43.9193611,3G,"Кызылординская обл., Жанакорганский р-н, п. Жанакорган, ул. а. Молдагулова, д. 37"
401,11,1,6240,17465,3G_KZL_atash-17465,67.2517166,43.9193611,3G,"Кызылординская обл., Жанакорганский р-н, п. Жанакорган, ул. а. Молдагулова, д. 37"
401,11,1,6240,17466,3G_KZL_atash-17466,67.2517166,43.9193611,3G,"Кызылординская обл., Жанакорганский р-н, п. Жанакорган, ул. а. Молдагулова, д. 37"
401,11,1,6240,17467,3G_KZL_atash-17467,67.2517166,43.9193611,3G,"Кызылординская обл., Жанакорганский р-н, п. Жанакорган, ул. а. Молдагулова, д. 37"
401,11,1,6362,63268,3G_BAI_arbat-63268,63.3231392,45.6207199,3G,"Кызылординская обл., г. Байконур, ул. Шубникова, б/н, напротив магазина ""Сладости"""
401,11,1,6362,63269,3G_BAI_arbat-63269,63.3231392,45.6207199,3G,"Кызылординская обл., г. Байконур, ул. Шубникова, б/н, напротив магазина ""Сладости"""
401,11,1,6362,63260,3G_BAI_arbat-63260,63.3231392,45.6207199,3G,"Кызылординская обл., г. Байконур, ул. Шубникова, б/н, напротив магазина ""Сладости"""
401,11,1,6362,63411,3G_BAI_arbat-63411,63.3231392,45.6207199,3G,"Кызылординская обл., г. Байконур, ул. Шубникова, б/н, напротив магазина ""Сладости"""
401,11,1,6362,63412,3G_BAI_arbat-63412,63.3231392,45.6207199,3G,"Кызылординская обл., г. Байконур, ул. Шубникова, б/н, напротив магазина ""Сладости"""
401,11,1,6362,63413,3G_BAI_arbat-63413,63.3231392,45.6207199,3G,"Кызылординская обл., г. Байконур, ул. Шубникова, б/н, напротив магазина ""Сладости"""
401,11,1,6362,63277,3G_BAI_aerovokzal_i-63277,63.2146416,45.6172485,3G,"Кызылординская обл., г. Байконур, Аэропорт ""Крайний"""
401,11,1,6362,63278,3G_BAI_aerovokzal_i-63278,63.2146416,45.6172485,3G,"Кызылординская обл., г. Байконур, Аэропорт ""Крайний"""
401,11,1,6362,63279,3G_BAI_aerovokzal-63279,63.2146416,45.6172485,3G,"Кызылординская обл., г. Байконур, Аэропорт ""Крайний"""
401,11,1,6362,63270,3G_BAI_aerovokzal-63270,63.2146416,45.6172485,3G,"Кызылординская обл., г. Байконур, Аэропорт ""Крайний"""
401,11,1,6362,63238,3G_BAI_yubileinyi-63238,63.3127213,45.6247215,3G,"Кызылординская обл., г. Байконур, ул. Янгеля, б/н, напротив кафе ""Гинза"""
401,11,1,6362,63239,3G_BAI_yubileinyi-63239,63.3127213,45.6247215,3G,"Кызылординская обл., г. Байконур, ул. Янгеля, б/н, напротив кафе ""Гинза"""
401,11,1,6362,63230,3G_BAI_yubileinyi-63230,63.3127213,45.6247215,3G,"Кызылординская обл., г. Байконур, ул. Янгеля, б/н, напротив кафе ""Гинза"""
401,11,1,6362,63431,3G_BAI_yubileinyi-63431,63.3127213,45.6247215,3G,"Кызылординская обл., г. Байконур, ул. Янгеля, б/н, напротив кафе ""Гинза"""
401,11,1,6362,63432,3G_BAI_yubileinyi-63432,63.3127213,45.6247215,3G,"Кызылординская обл., г. Байконур, ул. Янгеля, б/н, напротив кафе ""Гинза"""
401,11,1,6362,63433,3G_BAI_yubileinyi-63433,63.3127213,45.6247215,3G,"Кызылординская обл., г. Байконур, ул. Янгеля, б/н, напротив кафе ""Гинза"""
401,11,1,6240,9778,3G_KZL_syrana-9778,65.5251389,44.778141,3G,"г. Кызылорда, ул. Сыр-Ана, б/н"
401,11,1,6240,9779,3G_KZL_syrana-9779,65.5251389,44.778141,3G,"г. Кызылорда, ул. Сыр-Ана, б/н"
401,11,1,6240,9770,3G_KZL_syrana-9770,65.5251389,44.778141,3G,"г. Кызылорда, ул. Сыр-Ана, б/н"
401,11,1,6240,9777,3G_KZL_syrana-9777,65.5251389,44.778141,3G,"г. Кызылорда, ул. Сыр-Ана, б/н"
401,11,1,6240,9775,3G_KZL_syrana-9775,65.5251389,44.778141,3G,"г. Кызылорда, ул. Сыр-Ана, б/н"
401,11,1,6240,9776,3G_KZL_syrana-9776,65.5251389,44.778141,3G,"г. Кызылорда, ул. Сыр-Ана, б/н"
401,11,1,6240,17828,3G_KZL_zhanauyl-17828,61.6672783,46.8167801,3G,"Кызылординская обл., Аральский р-н, г. Арал, ул. Казанхан, д. 68"
401,11,1,6240,17829,3G_KZL_zhanauyl-17829,61.6672783,46.8167801,3G,"Кызылординская обл., Аральский р-н, г. Арал, ул. Казанхан, д. 68"
401,11,1,6240,17820,3G_KZL_zhanauyl-17820,61.6672783,46.8167801,3G,"Кызылординская обл., Аральский р-н, г. Арал, ул. Казанхан, д. 68"
401,11,1,6240,17778,3G_KZL_shokan-17778,61.6687202,46.8081093,3G,"Кызылординская обл., Аральский р-н, г. Арал, ул. 40 лет Казахстана, б/н"
401,11,1,6240,17779,3G_KZL_shokan-17779,61.6687202,46.8081093,3G,"Кызылординская обл., Аральский р-н, г. Арал, ул. 40 лет Казахстана, б/н"
401,11,1,6240,17770,3G_KZL_shokan-17770,61.6687202,46.8081093,3G,"Кызылординская обл., Аральский р-н, г. Арал, ул. 40 лет Казахстана, б/н"
401,11,1,6240,17398,3G_KZL_satbaev-17398,61.649971,46.8081932,3G,"Кызылординская обл., Аральский р-н, г. Арал, ул. Толе би, б/н"
401,11,1,6240,17399,3G_KZL_satbaev-17399,61.649971,46.8081932,3G,"Кызылординская обл., Аральский р-н, г. Арал, ул. Толе би, б/н"
401,11,1,6240,17390,3G_KZL_satbaev-17390,61.649971,46.8081932,3G,"Кызылординская обл., Аральский р-н, г. Арал, ул. Толе би, б/н"
401,11,1,6240,16928,3G_KZL_ulan-16928,65.5347748,44.8037491,3G,"г. Кызылорда, ул. Саулет, б/н, СТО ""Улан"""
401,11,1,6240,16929,3G_KZL_ulan-16929,65.5347748,44.8037491,3G,"г. Кызылорда, ул. Саулет, б/н, СТО ""Улан"""
401,11,1,6240,16920,3G_KZL_ulan-16920,65.5347748,44.8037491,3G,"г. Кызылорда, ул. Саулет, б/н, СТО ""Улан"""
401,11,1,6240,17758,3G_KZL_karavansarai-17758,62.1038895,45.7636108,3G,"Кызылординская обл., Казалинский р-н, г. Казалы, ул. Жалантос Бахадура, д. 31а, магазин ""Нурсултан"""
401,11,1,6240,17759,3G_KZL_karavansarai-17759,62.1038895,45.7636108,3G,"Кызылординская обл., Казалинский р-н, г. Казалы, ул. Жалантос Бахадура, д. 31а, магазин ""Нурсултан"""
401,11,1,6240,17750,3G_KZL_karavansarai-17750,62.1038895,45.7636108,3G,"Кызылординская обл., Казалинский р-н, г. Казалы, ул. Жалантос Бахадура, д. 31а, магазин ""Нурсултан"""
401,11,1,6240,17518,3G_KZL_korkytata-17518,65.5402832,44.8656082,3G,"г. Кызылорда, ул. Коркыт ата, д. 252"
401,11,1,6240,17519,3G_KZL_korkytata-17519,65.5402832,44.8656082,3G,"г. Кызылорда, ул. Коркыт ата, д. 252"
401,11,1,6240,17510,3G_KZL_korkytata-17510,65.5402832,44.8656082,3G,"г. Кызылорда, ул. Коркыт ата, д. 252"
401,11,1,6240,17517,3G_KZL_korkytata-17517,65.5402832,44.8656082,3G,"г. Кызылорда, ул. Коркыт ата, д. 252"
401,11,1,6240,17515,3G_KZL_korkytata-17515,65.5402832,44.8656082,3G,"г. Кызылорда, ул. Коркыт ата, д. 252"
401,11,1,6240,17516,3G_KZL_korkytata-17516,65.5402832,44.8656082,3G,"г. Кызылорда, ул. Коркыт ата, д. 252"
401,11,1,6240,16938,3G_KZL_kaztorg-16938,65.513916,44.847168,3G,"г. Кызылорда, ул. Токмаганбетова, д. 85, ТОО ""Казторгмонтаж"""
401,11,1,6240,16939,3G_KZL_kaztorg-16939,65.513916,44.847168,3G,"г. Кызылорда, ул. Токмаганбетова, д. 85, ТОО ""Казторгмонтаж"""
401,11,1,6240,16930,3G_KZL_kaztorg-16930,65.513916,44.847168,3G,"г. Кызылорда, ул. Токмаганбетова, д. 85, ТОО ""Казторгмонтаж"""
401,11,1,6240,16935,3G_KZL_kaztorg-16935,65.513916,44.847168,3G,"г. Кызылорда, ул. Токмаганбетова, д. 85, ТОО ""Казторгмонтаж"""
401,11,1,6240,16936,3G_KZL_kaztorg-16936,65.513916,44.847168,3G,"г. Кызылорда, ул. Токмаганбетова, д. 85, ТОО ""Казторгмонтаж"""
401,11,1,6240,16937,3G_KZL_kaztorg-16937,65.513916,44.847168,3G,"г. Кызылорда, ул. Токмаганбетова, д. 85, ТОО ""Казторгмонтаж"""
401,11,1,6240,9608,3G_KZL_metall-9608,65.5116653,44.8698349,3G,"г. Кызылорда, ул. Токтарова, д. 155"
401,11,1,6240,9609,3G_KZL_metall-9609,65.5116653,44.8698349,3G,"г. Кызылорда, ул. Токтарова, д. 155"
401,11,1,6240,9600,3G_KZL_metall-9600,65.5116653,44.8698349,3G,"г. Кызылорда, ул. Токтарова, д. 155"
401,11,1,6240,17928,3G_KZL_barcelona-17928,65.5383224,44.8285561,3G,"г. Кызылорда, ул. Бокейхана, д. 95, бизнес центр ""Береке"""
401,11,1,6240,17929,3G_KZL_barcelona-17929,65.5383224,44.8285561,3G,"г. Кызылорда, ул. Бокейхана, д. 95, бизнес центр ""Береке"""
401,11,1,6240,17920,3G_KZL_barcelona-17920,65.5383224,44.8285561,3G,"г. Кызылорда, ул. Бокейхана, д. 95, бизнес центр ""Береке"""
401,11,1,6240,17925,3G_KZL_barcelona-17925,65.5383224,44.8285561,3G,"г. Кызылорда, ул. Бокейхана, д. 95, бизнес центр ""Береке"""
401,11,1,6240,17926,3G_KZL_barcelona-17926,65.5383224,44.8285561,3G,"г. Кызылорда, ул. Бокейхана, д. 95, бизнес центр ""Береке"""
401,11,1,6240,17927,3G_KZL_barcelona-17927,65.5383224,44.8285561,3G,"г. Кызылорда, ул. Бокейхана, д. 95, бизнес центр ""Береке"""
401,11,1,6240,17990,3G_KZL_marzhan-17990,65.5174408,44.8155823,3G,"г. Кызылорда, пр. Абая 64а, медицинский колледж ?Oркениет?"
401,11,1,6240,17998,3G_KZL_marzhan-17998,65.5174408,44.8155823,3G,"г. Кызылорда, пр. Абая 64а, медицинский колледж ?Oркениет?"
401,11,1,6240,17999,3G_KZL_marzhan-17999,65.5174408,44.8155823,3G,"г. Кызылорда, пр. Абая 64а, медицинский колледж ?Oркениет?"
401,11,1,6362,63138,3G_BAI_dom-63138,63.2961388,45.6131935,3G,"Кызылординская обл., г. Байконур, 7 мкр. возле кафе ""Суши хаус"""
401,11,1,6362,63139,3G_BAI_dom-63139,63.2961388,45.6131935,3G,"Кызылординская обл., г. Байконур, 7 мкр. возле кафе ""Суши хаус"""
401,11,1,6362,63130,3G_BAI_dom-63130,63.2961388,45.6131935,3G,"Кызылординская обл., г. Байконур, 7 мкр. возле кафе ""Суши хаус"""
401,11,1,6362,63148,3G_BAI_evraziya-63148,63.2934723,45.6190567,3G,"Кызылординская область, г. Байконур, 6 мкр д. 12"
401,11,1,6362,63149,3G_BAI_evraziya-63149,63.2934723,45.6190567,3G,"Кызылординская область, г. Байконур, 6 мкр д. 12"
401,11,1,6362,63140,3G_BAI_evraziya-63140,63.2934723,45.6190567,3G,"Кызылординская область, г. Байконур, 6 мкр д. 12"
401,11,1,6362,63208,3G_BAI_mira-63208,63.3172798,45.6334152,3G,"Кызылординская обл., г. Байконур, ул. Мира д. 11"
401,11,1,6362,63209,3G_BAI_mira-63209,63.3172798,45.6334152,3G,"Кызылординская обл., г. Байконур, ул. Мира д. 11"
401,11,1,6362,63200,3G_BAI_mira-63200,63.3172798,45.6334152,3G,"Кызылординская обл., г. Байконур, ул. Мира д. 11"
401,11,1,6240,16635,3G_KZL_aitbek-16635,65.4861145,44.8402672,3G,"г. Кызылорда, 3 укр. квартал, д. 1 В"
401,11,1,6240,16636,3G_KZL_aitbek-16636,65.4861145,44.8402672,3G,"г. Кызылорда, 3 укр. квартал, д. 1 В"
401,11,1,6240,16637,3G_KZL_aitbek-16637,65.4861145,44.8402672,3G,"г. Кызылорда, 3 укр. квартал, д. 1 В"
401,11,1,6240,16638,3G_KZL_aitbek-16638,65.4861145,44.8402672,3G,"г. Кызылорда, 3 укр. квартал, д. 1 В"
401,11,1,6240,16639,3G_KZL_aitbek-16639,65.4861145,44.8402672,3G,"г. Кызылорда, 3 укр. квартал, д. 1 В"
401,11,1,6240,16630,3G_KZL_aitbek-16630,65.4861145,44.8402672,3G,"г. Кызылорда, 3 укр. квартал, д. 1 В"
401,11,1,6240,17945,3G_KZL_podium_i-17945,65.4980316,44.8422203,3G,"Кызылординская обл., Кызылорда г., ул. Усербаева, д. 6, New office"
401,11,1,6240,17946,3G_KZL_podium_i-17946,65.4980316,44.8422203,3G,"Кызылординская обл., Кызылорда г., ул. Усербаева, д. 6, New office"
401,11,1,6240,17947,3G_KZL_podium-17947,65.4980316,44.8422203,3G,"Кызылординская обл., Кызылорда г., ул. Усербаева, д. 6, New office"
401,11,1,6240,17948,3G_KZL_podium_i-17948,65.4980316,44.8422203,3G,"Кызылординская обл., Кызылорда г., ул. Усербаева, д. 6, New office"
401,11,1,6240,17949,3G_KZL_podium_i-17949,65.4980316,44.8422203,3G,"Кызылординская обл., Кызылорда г., ул. Усербаева, д. 6, New office"
401,11,1,6240,17940,3G_KZL_podium-17940,65.4980316,44.8422203,3G,"Кызылординская обл., Кызылорда г., ул. Усербаева, д. 6, New office"
401,11,1,6240,63438,3G_KZL_artist-63438,65.5099716,44.8330307,3G,"Кызылординская область, Кызылорда г., ул.Байтурсынова,112"
401,11,1,6240,63439,3G_KZL_artist-63439,65.5099716,44.8330307,3G,"Кызылординская область, Кызылорда г., ул.Байтурсынова,112"
401,11,1,6240,63430,3G_KZL_artist-63430,65.5099716,44.8330307,3G,"Кызылординская область, Кызылорда г., ул.Байтурсынова,112"
401,11,1,6240,16438,3G_KZL_sto-16438,65.476799,44.8474007,3G,"г. Кызылорда, ул. Ахметова, 6"
401,11,1,6240,16439,3G_KZL_sto-16439,65.476799,44.8474007,3G,"г. Кызылорда, ул. Ахметова, 6"
401,8,1,6260,52115,3G_TAR_zhasulan-52115,71.3516922,42.8887787,3G,"г. Тараз, ул. Рыскулова, 29"
401,8,1,6260,52116,3G_TAR_zhasulan-52116,71.3516922,42.8887787,3G,"г. Тараз, ул. Рыскулова, 29"
401,8,1,3260,6828,3G_TAR_heater-6828,71.3327789,42.9063873,3G,"г. Тараз, ул. Сипатай батыра, 6"
401,8,1,3260,6829,3G_TAR_heater-6829,71.3327789,42.9063873,3G,"г. Тараз, ул. Сипатай батыра, 6"
401,8,1,3260,6820,3G_TAR_heater-6820,71.3327789,42.9063873,3G,"г. Тараз, ул. Сипатай батыра, 6"
401,8,1,3260,6827,3G_TAR_heater-6827,71.3327789,42.9063873,3G,"г. Тараз, ул. Сипатай батыра, 6"
401,8,1,3260,6825,3G_TAR_heater-6825,71.3327789,42.9063873,3G,"г. Тараз, ул. Сипатай батыра, 6"
401,8,1,3260,6826,3G_TAR_heater-6826,71.3327789,42.9063873,3G,"г. Тараз, ул. Сипатай батыра, 6"
401,8,1,6263,51948,3G_TAR_dkzhanatas-51948,69.7280807,43.5545578,3G,"Жамбылская обл., Сарысуский р-н, г. Жанатас, здание дома культуры"
401,8,1,6263,51949,3G_TAR_dkzhanatas-51949,69.7280807,43.5545578,3G,"Жамбылская обл., Сарысуский р-н, г. Жанатас, здание дома культуры"
401,8,1,6263,51940,3G_TAR_dkzhanatas-51940,69.7280807,43.5545578,3G,"Жамбылская обл., Сарысуский р-н, г. Жанатас, здание дома культуры"
401,8,1,6263,51947,3G_TAR_dkzhanatas-51947,69.7280807,43.5545578,3G,"Жамбылская обл., Сарысуский р-н, г. Жанатас, здание дома культуры"
401,8,1,6260,6918,3G_TAR_gps-6918,71.3445282,42.8931923,3G,"г. Тараз, ул. Рыскулова, 41 А"
401,8,1,6260,6919,3G_TAR_gps-6919,71.3445282,42.8931923,3G,"г. Тараз, ул. Рыскулова, 41 А"
401,8,1,6260,6910,3G_TAR_gps-6910,71.3445282,42.8931923,3G,"г. Тараз, ул. Рыскулова, 41 А"
401,8,1,6260,6917,3G_TAR_gps-6917,71.3445282,42.8931923,3G,"г. Тараз, ул. Рыскулова, 41 А"
401,8,1,6260,6915,3G_TAR_gps-6915,71.3445282,42.8931923,3G,"г. Тараз, ул. Рыскулова, 41 А"
401,8,1,6260,6916,3G_TAR_gps-6916,71.3445282,42.8931923,3G,"г. Тараз, ул. Рыскулова, 41 А"
401,8,1,6262,6998,3G_TAR_sarykemer-6998,71.5111084,43.0155563,3G,"Жамбылская обл., Байзакский р-н, а. Сарыкемер, вышка ЖЭС"
401,8,1,6262,6999,3G_TAR_sarykemer-6999,71.5111084,43.0155563,3G,"Жамбылская обл., Байзакский р-н, а. Сарыкемер, вышка ЖЭС"
401,8,1,6262,6990,3G_TAR_sarykemer-6990,71.5111084,43.0155563,3G,"Жамбылская обл., Байзакский р-н, а. Сарыкемер, вышка ЖЭС"
401,8,1,6262,6997,3G_TAR_sarykemer-6997,71.5111084,43.0155563,3G,"Жамбылская обл., Байзакский р-н, а. Сарыкемер, вышка ЖЭС"
